"identifier","start_date","motion:name","motion:number","sources:link:url","motion:document","legislative_session_id","result","counts:option:yes","counts:option:no","counts:option:abstain","number_of_people","present"
"22253","2007-11-29","Návrh na úplatný převod části pozemku parc. č. 3150 v k.ú. Krč o výměře 131 m2 z vlastnictví hl.m. Prahy do vlastnictví pana Vladimíra Másilka (usnesení k Z-264)","21","264","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22253","11","pass","56","1","4","68","61"
"22254","2007-11-29","Návrh na úplatný převod vlastnictví pozemku parc.č. 107/22 o výměře 75 m2 v k.ú. Vokovice z vlastnictví hl.m. Prahy do vlastnictví Ing. Dušana Falgeho, bytem Praha 6, Nad Jenerálkou 524/14  (usnesení k Z-479)","22","479","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22254","11","pass","56","2","1","68","59"
"22255","2007-11-29","Návrh na úplatný převod pozemku parc.č. 2581/15 o výměře 44 m2, k.ú. Hostivař z vlastnictví hl. m. Prahy do vlastnictví CTY PRŮMYSLOVÁ, s.r.o. se sídlem Praha 10, Hostivař, Průmyslová 1472/11   (usnesení k Z-521)","23","521","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22255","11","pass","60","0","0","68","60"
"22256","2007-11-29","Návrh na úplatný převod části pozemku parc.č. 502 v k.ú. Záběhlice o výměře 31 m2 z vlastnictví hl.m. Prahy do vlastnictví p. Jiřiny Jungmannové (usnesení k Z-346)","24","346","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22256","11","pass","58","0","0","68","58"
"22257","2007-11-29","Návrh na schválení úplatného převodu pozemku parc.č. 62/5 o výměře 27 m2 v k.ú. Bubeneč z vlastnictví hl.m. Prahy do vlastnictví společnosti P+S+P, spol. s r.o. (usnesení k Z-495)","25","495","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22257","11","pass","59","0","0","68","59"
"22258","2007-11-29","Návrh na úplatný převod pozemku parc.č. 1475/235 o výměře 21 m2, k.ú. Košíře z vlastnictví hl. m. Prahy do vlastnictví Ing. Stanislava Potužníka, bytem Sobotecká 2360/5, Praha 10 (usnesení k Z-522)","26","522","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22258","11","pass","55","1","3","68","59"
"22259","2007-11-29","Návrh na úplatný převod části pozemku parc.č. 3212 v k.ú. Michle o výměře 16m2 z vlastnictví hl. m. Prahy do podílového spoluvlastnictví manželů Gabriely a Vladimíra Ševčíkových (usnesení k Z-335)","27","335","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22259","11","pass","60","0","0","68","60"
"22263","2007-11-29","Návrh na schválení úplatného převodu části pozemku parc.č. 1010 o výměře 1 m2 v k.ú. Hodkovičky z vlastnictví hl.m. Prahy do společného jmění manželů Josefa Cháry a Marie Chárové (usnesení k Z-497)","28","497","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22263","11","pass","56","1","1","68","58"
"22264","2007-11-29","Návrh na schválení  úplatného  převodu  části  pozemku  parc.č. 1666/1 o výměře 1 m2 k.ú. Kamýk z vlastnictví hl.m. Prahy do podílového spoluvlastnictví Ing. Václava Matějčka, id 1/4, do SJM Václava Matějčka a Zdenky Matějčkové, id. 2/4 a do podílového spoluvlastnictví Zdeňka Matějčka, id. 1/4  (usnesení k Z-496)","29","496","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22264","11","pass","58","1","0","68","59"
"22265","2007-11-29","Návrh  na  úplatné  nabytí  pozemků  v  k.ú.  Horní Počernice  parc. č. 3505/5 o výměře 158 m2, parc. č. 3506/4 o výměře 230 m2 a parc. č. 3507/2 o výměře 15 m2 do vlastnictví hl.m. Prahy pro stavbu č. 3295 ""TV Horní Počernice, etapa 0013 - Komunikace Božanovská"" (usnesení k Z-262)","30","262","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22265","11","pass","57","0","0","68","57"
"22266","2007-11-29","Návrh na úplatné nabytí pozemků parc. č. 2623/3 o výměře 443 m2 a parc. č. 2623/6 o výměře 24 m2 v k.ú. Stodůlky vč. trvalého porostu z vlastnictví Jaroslavy Kořínkové do vlastnictví hl.m. Prahy pro účel realizace stavby č. 8588 TV Malá Ohrada, etapa 0002 Východní část (usnesení k Z-004)","31","004","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22266","11","pass","58","0","0","68","58"
"22267","2007-11-29","Návrh na úplatné nabytí části pozemku parc. č. 985/12 k.ú. Ruzyně o výměře 137 m2 z vlastnictví Berezněvové Alexandry, Lichtenbergové Jaroslavy, Měšťana Michaela, Měšťanové Alenky a Ing. Topiče Jiřího do vlastnictví hl.m. Prahy pro realizaci stavby č. 0117 TV Zbuzanská (usnesení k Z-343)","32","343","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22267","11","pass","58","0","0","68","58"
"22268","2007-11-29","Návrh na úplatné nabytí části pozemku parc. č. 999/2 k.ú. Ruzyně o výměře 320 m2 z podílového spoluvlastnictví Havlové Heleny, MUDr. Poštové Miluše, MVDr. Rákose Jiřího a Rákose Stanislava do vlastnictví hl.m. Prahy pro realizaci stavby č. 0117 TV Zbuzanská (usnesení k Z-362)","33","362","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22268","11","pass","58","0","0","68","58"
"22243","2007-11-29","Návrh na bezúplatné nabytí vodohospodářského díla z vlastnictví Skanska Program Domov, s.r.o. do vlastnictví hl.m. Prahy (usnesení k Z-491)","34","491","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22243","11","pass","57","0","0","68","57"
"22269","2007-11-29","Návrh na bezúplatné nabytí vlastnictví pozemku parc.č. 1018/28 o výměře 147 m2 v k.ú. Čimice z vlastnictví České republiky, právo hospodaření s majetkem státu: Ústřední kontrolní a zkušební ústav zemědělský, Hroznová 2, 656 06 Brno, do vlastnictví hl.m. Prahy (usnesení k Z-520)","35","520","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22269","11","pass","55","0","0","68","55"
"22270","2007-11-29","Návrh směny části pozemků parc.č. 591/1 a 591/2 v k.ú. Dejvice ve vlastnictví ČR – Státní technická knihovna za části pozemků parc.č. 591/3, 681/7 a 4280/1 v k.ú. Dejvice ve vlastnictví hl.m. Prahy (usnesení k Z-440)","36","440","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22270","11","pass","58","0","0","68","58"
"22271","2007-11-29","Návrh směny části pozemku parc.č. 1067/1 o výměře 171 m2, v k.ú. Hlubočepy, ve spoluvlastnictví Věry Dolistové a Antonína Dufka, oba bytem V Klukovicích 321, Praha 5 a Vlastimila Dolisty, bytem K Zabrkům 111, Praha 5, za pozemek parc.č. 1101/2 o výměře 148 m2, v k.ú. Hlubočepy ve vlastnictví hl.m. P (usnesení k Z-446)","37","446","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22271","11","pass","54","2","1","68","57"
"22272","2007-11-29","Návrh směny části pozemku parc.č. 1237 o výměře 62 m2 v k.ú. Chodov ve vlastnictví p.Ludmily Rabasové, bytem Hejplíkova 823, Praha 4 za pozemek parc.č. 1227 o výměře 155 m2 v k.ú. Chodov ve vlastnictví hl.m. Prahy (usnesení k Z-447)","38","447","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22272","11","pass","56","0","0","68","56"
"22273","2007-11-29","Návrh na revokaci usnesení Zastupitelstva hl.m. Prahy č. 20/68 ze dne 16.9.2004 o úplatném nabytí pozemků parc. č.1517/22, 1528/2 a 1528/4  v k.ú. Radotín do vlastnictví hl.m. Prahy pro realizaci stavby č. 3082 TV Radotín, etapa 0004 - Na Rymáni (usnesení k Z-214)","39","214","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22273","11","pass","54","0","0","68","54"
"22277","2007-11-29","Návrh na revokaci usnesení Zastupitelstva hl.m. Prahy č. 35/37 ze dne 23.2.2006 - úplatné nabytí pozemku v k.ú. Horní Počernice parc. č. 4380/7 do vlastnictví hl.m. Prahy v souvislosti s realizací stavby č. 0083 ""Horní Počernice - ČOV Svépravice"" (usnesení k Z-253)","40","253","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22277","11","pass","55","0","0","68","55"
"22278","2007-11-29","Návrh na revokaci usnesení Zastupitelstva hl.m. Prahy č. 35/39 ze dne 23.2.2006 k návrhu na úplatné nabytí pozemku parc. č. 885/4 k.ú. Kolovraty do vlastnictví hl.m. Prahy pro realizaci stavby č. 0161 TV Kolovraty, etapa 0001 - Kolovraty jihozápad (usnesení k Z-353)","41","353","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22278","11","pass","54","0","0","68","54"
"22279","2007-11-29","Návrh na revokaci usnesení Zastupitelstva hl.m. Prahy č. 35/40 ze dne 23.2.2006 k návrhu na úplatné nabytí pozemku parc. č. 887/9 v k.ú.  Kolovraty  do vlastnictví  hl.m. Prahy  pro  realizaci  stavby č. 0161 TV Kolovraty, etapa 0001 - Kolovraty jihozápad (usnesení k Z-352)","42","352","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22279","11","pass","56","0","0","68","56"
"22280","2007-11-29","Návrh na revokaci usnesení Zastupitelstva HMP č. 3/7 ze dne 25.1.2007 k návrhu na zrušení usnesení ZHMP č. 35/38 ze dne 23.2.2006 a k návrhu na úplatné nabytí části pozemku parc.č. 887/1 k.ú. Kolovraty do vlastnictví hl.m. Prahy pro realizaci stavby č. 0161 TV Kolovraty, etapa 0001 - Kolovraty jihoz (usnesení k Z-354)","43","354","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22280","11","pass","54","0","0","68","54"
"22281","2007-11-29","Návrh obecně závazné vyhlášky hl.m. Prahy, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hl.m. Prahy, ve znění pozdějších předpisů,  svěření správy věcí z vlastnictví hl.m. Prahy - MČ Praha   1 (pozemek parc.č. 903/1 v k.ú. Staré Město),MČ Praha   4 (poze (usnesení k Z-503)","44","503","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22281","11","pass","58","0","0","68","58"
"22282","2007-11-29","Návrh obecně závazné vyhlášky hl.m. Prahy, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hl.m. Prahy, ve znění pozdějších předpisů, odejmutí správy svěřených věcí z vlastnictví hl.m. Prahy - MČ Praha 10 (pozemky v k.ú. Strašnice), MČ Praha 18 (vodohospodá (usnesení k Z-504)","45","504","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22282","11","pass","58","0","0","68","58"
"22283","2007-11-29","Návrh na úpravu běžných výdajů v kap. 04 - Školství, mládež a samospráva na úpravu neinvestičního příspěvku organizací zřízených hlavním městem Prahou (usnesení k Z-358)","46","358","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22283","11","pass","55","0","0","68","55"
"22284","2007-11-29","Návrh na úpravu rozpočtu běžných výdajů v kap. 0465 - Školství, mládež a samospráva u předškolních zařízení, škol a školských zařízení, jejichž zřizovatelem jsou městské části hlavního města Prahy  a na poskytnutí účelových neinvestičních dotací z rozpočtu hlavního města Prahy městským částem  v roc (usnesení k Z-461)","47","461","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22284","11","pass","57","0","0","68","57"
"22285","2007-11-29","Návrh na bezúplatné nabytí vlastnictví souboru budov školy v ulici Jahodová č.p. 2800, na pozemcích parc.č. 2078/199, 2078/167, 2078/168, 2078/198, 2078/166 a pozemků parc.č. 2078/199, 2078/167, 2078/168, 2078/198, 2078/166, 2078/229, 2078/323, 2078/394, vše v k.ú. Záběhlice, z vlastnictví ČR - Úřad (usnesení k Z-435)","48","435","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22285","11","pass","57","0","0","68","57"
"22244","2007-11-29","Návrh změn zřizovacích listin příspěvkových organizací v působnosti SMT MHMP zřizovaných hl.m. Prahou (usnesení k Z-306)","49","306","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22244","11","pass","54","0","0","68","54"
"22245","2007-11-29","Návrh změny zřizovací listiny Vyšší odborné školy sociálně právní, Praha 10, Jahodová 2800 (usnesení k Z-373)","50","373","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22245","11","pass","52","0","1","68","53"
"22286","2007-11-29","Návrh na změnu zřizovací listiny příspěvkové organizace Střední škola slaboproudé elektrotechniky, se sídlem Praha 9 - Vysočany, Novovysočanská 48/280 (usnesení k Z-409)","51","409","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22286","11","pass","53","0","0","68","53"
"22063","2007-11-29","Návrh zadání Zásad územního rozvoje hl.m. Prahy (ZUR hl.m. Prahy) (usnesení k Z-395)","52","395","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22063","11","pass","53","0","4","68","57"
"22096","2007-11-29","Návrh na změnu zřizovacích listin příspěvkových organizací hl.m. Prahy v působnosti odboru SOC MHMP (usnesení k Z-463)","53","463","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22096","11","pass","54","0","0","68","54"
